date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:24:37	7412/7412	---M--	200	added ('OK')	image/gif	etag:%2288de42b54c59c41:94c%22	www.naturesbounty.com/Images/healthnotes_images/HN_TopNav_Logo-es.gif	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/Images/healthnotes_images/HN_TopNav_Logo-es.gif	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/!Dev/Bottombar.htm)
15:24:37	1076/1076	---M--	200	added ('OK')	image/gif	etag:%22d450d1b34c59c41:94c%22	www.naturesbounty.com/Images/healthnotes_images/HN_SideNav_Title-es.gif	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/Images/healthnotes_images/HN_SideNav_Title-es.gif	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/!Dev/Sidebar.htm)
15:24:39	22930/22930	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:38%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Botanical.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Botanical.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/!Dev/Sidebar.htm)
15:24:39	42825/42825	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:38%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Herb.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Herb.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/!Dev/Sidebar.htm)
15:24:40	124/124	---M--	200	added ('OK')	image/gif	etag:%22a4a1a1b34c59c41:94c%22	www.naturesbounty.com/Images/healthnotes_images/HN_SideNav_tile.gif	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/Images/healthnotes_images/HN_SideNav_tile.gif	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/!Dev/Sidebar.htm)
15:24:40	45454/45454	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:38%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Supp.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Supp.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/!Dev/Sidebar.htm)
15:24:42	11218/11218	---M--	200	added ('OK')	text/css	etag:%220ece55b57b6c21:94c%22	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Styles/hnol7.css	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Styles/hnol7.css	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:42	12510/12510	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:40%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Pap_Smear.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Pap_Smear.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:43	13300/13300	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:42%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Prostatitis.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Prostatitis.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:43	14196/14196	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:42%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Stroke.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Stroke.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:44	17085/17085	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:43%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Indigestion.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Indigestion.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:44	12218/12218	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:43%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Acne_Vulgaris.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Acne_Vulgaris.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:45	10411/10411	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:44%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Acne_Rosacea.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Acne_Rosacea.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:45	14436/14436	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:44%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Athletic_Performance.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Athletic_Performance.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:45	7762/7762	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:44%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Acrodermatitis.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Acrodermatitis.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:46	11170/11170	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:45%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Edema.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Edema.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:47	10249/10249	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:45%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/ADD.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/ADD.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:47	13747/13747	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:46%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Canker_Sores.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Canker_Sores.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:47	11067/11067	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:46%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/BPH.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/BPH.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:47	14063/14063	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:46%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/ARCD.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/ARCD.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:48	12004/12004	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:48%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Alcohol.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Alcohol.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:48	11970/11970	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:48%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Hayfever.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Hayfever.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:49	13618/13618	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:48%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Allergies.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Allergies.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:49	10434/10434	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:49%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Hemorrhoids.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Hemorrhoids.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:50	10919/10919	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:49%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Alzheimers.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Alzheimers.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:50	11312/11312	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:49%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Amenorrhea.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Amenorrhea.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:50	8980/8980	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:50%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Birth_Defects.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Birth_Defects.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:51	10050/10050	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:50%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Sickle_Cell_Anemia.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Sickle_Cell_Anemia.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:51	15002/15002	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:51%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Iron_Deficiency.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Iron_Deficiency.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:52	12184/12184	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:51%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Vitamin_B12_Deficiency.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Vitamin_B12_Deficiency.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:53	10751/10751	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:51%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Peripheral_Vascular_Disease.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Peripheral_Vascular_Disease.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:53	12832/12832	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:52%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Angina.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Angina.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:53	11326/11326	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:52%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Eating_Disorders.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Eating_Disorders.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:54	11774/11774	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:52%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Anxiety.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Anxiety.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:54	8955/8955	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:54%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Osgood-Schlatter.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Osgood-Schlatter.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:54	15200/15200	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:54%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Rheumatoid_Arthritis.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Rheumatoid_Arthritis.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:55	12029/12029	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:55%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Gout.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Gout.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:55	11105/11105	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:54%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Cardiac_Arrhythmia.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Cardiac_Arrhythmia.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:55	14625/14625	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:55%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Atherosclerosis.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Atherosclerosis.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:56	15334/15334	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:55%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Osteoarthritis.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Osteoarthritis.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:57	12779/12779	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:56%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Pregnancy.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Pregnancy.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:57	19956/19956	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:56%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/HIV_Support.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/HIV_Support.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:58	18251/18251	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:56%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Asthma.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Asthma.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:59	18585/18585	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:57%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Heart_Attack.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Heart_Attack.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:59	8240/8240	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:58%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Athletes_Foot.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Athletes_Foot.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:59	8555/8555	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:58%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Autism.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Autism.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:24:59	9335/9335	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:24:58%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Bells_Palsy.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Bells_Palsy.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:25:00	9994/9994	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:25:00%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Bipolar_Disorder.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Bipolar_Disorder.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:25:00	8979/8979	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:25:00%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Conjunctivitis.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Conjunctivitis.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
15:25:01	20283/20283	---M--	200	added ('OK')	text/html	date:Thu,%2003%20Mar%202005%2014:25:00%20GMT	www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Cancer_Breast.htm	C:/Documents%20and%20Settings/pc/Escritorio/Naturopias/HealthNotes/www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Es-Concern/Cancer_Breast.htm	(from www.naturesbounty.com/vf/healthnotes/HN_Live/Spanish/Index/Es-Concern.htm)
